Match ID	taxonomy	annotation ID	ype	distance	relation	product
XM_021378910.1/6068-6132(+)	8996	gene-MYO9B	gene	0	inside e420	None
XM_021378910.1/6068-6132(+)	8996	cds-XP_021234585.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X9']

XM_021378911.1/5978-6042(+)	8996	XM_021378911.1:1..6469	region	0	inside e427	['mRNA']
XM_021378911.1/5978-6042(+)	8996	gene-MYO9B	gene	0	inside e427	None
XM_021378911.1/5978-6042(+)	8996	cds-XP_021234586.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X10']

XM_015886163.1/6035-6099(+)	93934	XM_015886163.1:1..7169	region	0	inside e1070	['mRNA']
XM_015886163.1/6035-6099(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886163.1/6035-6099(+)	93934	cds-XP_015741649.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X1']

XM_015886164.1/5997-6061(+)	93934	XM_015886164.1:1..7131	region	0	inside e1070	['mRNA']
XM_015886164.1/5997-6061(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886164.1/5997-6061(+)	93934	cds-XP_015741650.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X1']

XM_015886165.1/8509-8573(+)	93934	XM_015886165.1:1..9643	region	0	inside e1070	['mRNA']
XM_015886165.1/8509-8573(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886165.1/8509-8573(+)	93934	cds-XP_015741651.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X1']

XM_015886167.1/6692-6756(+)	93934	XM_015886167.1:1..7826	region	0	inside e1070	['mRNA']
XM_015886167.1/6692-6756(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886167.1/6692-6756(+)	93934	cds-XP_015741653.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X1']

XM_015886168.1/6034-6098(+)	93934	XM_015886168.1:1..7150	region	0	inside e1052	['mRNA']
XM_015886168.1/6034-6098(+)	93934	gene-MYO9B	gene	0	inside e1052	None
XM_015886168.1/6034-6098(+)	93934	cds-XP_015741654.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X2']

XM_015886170.1/5945-6009(+)	93934	XM_015886170.1:1..7079	region	0	inside e1070	['mRNA']
XM_015886170.1/5945-6009(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886170.1/5945-6009(+)	93934	cds-XP_015741656.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X4']

XM_015886171.1/5924-5988(+)	93934	XM_015886171.1:1..7058	region	0	inside e1070	['mRNA']
XM_015886171.1/5924-5988(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886171.1/5924-5988(+)	93934	cds-XP_015741657.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X5']

XM_015886173.1/5836-5900(+)	93934	XM_015886173.1:1..6970	region	0	inside e1070	['mRNA']
XM_015886173.1/5836-5900(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886173.1/5836-5900(+)	93934	cds-XP_015741659.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X7']

XM_015886174.1/5833-5897(+)	93934	XM_015886174.1:1..6967	region	0	inside e1070	['mRNA']
XM_015886174.1/5833-5897(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886174.1/5833-5897(+)	93934	cds-XP_015741660.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X8']

XM_015886175.1/6035-6099(+)	93934	XM_015886175.1:1..7145	region	0	inside e1046	['mRNA']
XM_015886175.1/6035-6099(+)	93934	gene-MYO9B	gene	0	inside e1046	None
XM_015886175.1/6035-6099(+)	93934	cds-XP_015741661.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X9']

XM_015886178.1/5041-5105(+)	93934	XM_015886178.1:1..6175	region	0	inside e1070	['mRNA']
XM_015886178.1/5041-5105(+)	93934	gene-MYO9B	gene	0	inside e1070	None
XM_015886178.1/5041-5105(+)	93934	cds-XP_015741664.1	CDS	0	inside e739	['unconventional myosin-IXb isoform X11']

XM_015886179.1/8419-8483(+)	93934	XM_015886179.1:1..9529	region	0	inside e1046	['mRNA']
XM_015886179.1/8419-8483(+)	93934	gene-MYO9B	gene	0	inside e1046	None
XM_015886179.1/8419-8483(+)	93934	cds-XP_015741665.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X12']

XM_009923667.1/4786-4850(+)	8969	XM_009923667.1:1..6002	region	0	inside e1152	['mRNA']
XM_009923667.1/4786-4850(+)	8969	gene-MYO9B	gene	0	inside e1152	None
XM_009923667.1/4786-4850(+)	8969	cds-XP_009921969.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X1']

XM_009923669.1/4695-4759(+)	8969	XM_009923669.1:1..5911	region	0	inside e1152	['mRNA']
XM_009923669.1/4695-4759(+)	8969	gene-MYO9B	gene	0	inside e1152	None
XM_009923669.1/4695-4759(+)	8969	cds-XP_009921971.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X3']

XM_010562184.1/5954-6018(+)	52644	XM_010562184.1:1..7171	region	0	inside e1153	['mRNA']
XM_010562184.1/5954-6018(+)	52644	gene-MYO9B	gene	0	inside e1153	None
XM_010562184.1/5954-6018(+)	52644	cds-XP_010560486.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X1']

XM_010562186.1/5864-5928(+)	52644	XM_010562186.1:1..7081	region	0	inside e1153	['mRNA']
XM_010562186.1/5864-5928(+)	52644	gene-MYO9B	gene	0	inside e1153	None
XM_010562186.1/5864-5928(+)	52644	cds-XP_010560488.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X3']

XM_010562188.1/5954-6018(+)	52644	XM_010562188.1:1..6396	region	0	inside e378	['mRNA']
XM_010562188.1/5954-6018(+)	52644	gene-MYO9B	gene	0	inside e378	None
XM_010562188.1/5954-6018(+)	52644	cds-XP_010560490.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X5']

XM_010562190.1/5864-5928(+)	52644	XM_010562190.1:1..6306	region	0	inside e378	['mRNA']
XM_010562190.1/5864-5928(+)	52644	gene-MYO9B	gene	0	inside e378	None
XM_010562190.1/5864-5928(+)	52644	cds-XP_010560492.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X7']

XM_009284029.2/6157-6221(+)	9233	XM_009284029.2:1..7378	region	0	inside e1157	['mRNA']
XM_009284029.2/6157-6221(+)	9233	gene-MYO9B	gene	0	inside e1157	None
XM_009284029.2/6157-6221(+)	9233	cds-XP_009282304.1	CDS	0	inside e715	['unconventional myosin-IXb']

XM_013304676.1/5900-5964(+)	8954	XM_013304676.1:1..7151	region	0	inside e1187	['mRNA']
XM_013304676.1/5900-5964(+)	8954	gene-MYO9B	gene	0	inside e1187	None
XM_013304676.1/5900-5964(+)	8954	cds-XP_013160130.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X1']

XM_013304678.1/5768-5832(+)	8954	XM_013304678.1:1..7019	region	0	inside e1187	['mRNA']
XM_013304678.1/5768-5832(+)	8954	gene-MYO9B	gene	0	inside e1187	None
XM_013304678.1/5768-5832(+)	8954	cds-XP_013160132.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X3']

XM_005244128.2/5900-5964(+)	8954	XM_005244128.2:1..6331	region	0	inside e367	['mRNA']
XM_005244128.2/5900-5964(+)	8954	gene-MYO9B	gene	0	inside e367	None
XM_005244128.2/5900-5964(+)	8954	cds-XP_005244185.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X4']

XM_013304679.1/5900-5964(+)	8954	XM_013304679.1:1..6334	region	0	inside e370	['mRNA']
XM_013304679.1/5900-5964(+)	8954	gene-MYO9B	gene	0	inside e370	None
XM_013304679.1/5900-5964(+)	8954	cds-XP_013160133.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X5']

XM_014284280.1/5900-5964(+)	345164	XM_014284280.1:1..7151	region	0	inside e1187	['mRNA']
XM_014284280.1/5900-5964(+)	345164	gene-MYO9B	gene	0	inside e1187	None
XM_014284280.1/5900-5964(+)	345164	cds-XP_014139755.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X1']

XM_014284282.1/5768-5832(+)	345164	XM_014284282.1:1..7019	region	0	inside e1187	['mRNA']
XM_014284282.1/5768-5832(+)	345164	gene-MYO9B	gene	0	inside e1187	None
XM_014284282.1/5768-5832(+)	345164	cds-XP_014139757.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X3']

XM_005444261.2/5900-5964(+)	345164	XM_005444261.2:1..6331	region	0	inside e367	['mRNA']
XM_005444261.2/5900-5964(+)	345164	gene-MYO9B	gene	0	inside e367	None
XM_005444261.2/5900-5964(+)	345164	cds-XP_005444318.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X4']

XM_014284283.1/5900-5964(+)	345164	XM_014284283.1:1..6710	region	0	inside e746	['mRNA']
XM_014284283.1/5900-5964(+)	345164	gene-MYO9B	gene	0	inside e746	None
XM_014284283.1/5900-5964(+)	345164	cds-XP_014139758.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X5']

XM_011595867.1/6064-6128(+)	216574	XM_011595867.1:1..7329	region	0	inside e1201	['mRNA']
XM_011595867.1/6064-6128(+)	216574	gene-MYO9B	gene	0	inside e1201	None
XM_011595867.1/6064-6128(+)	216574	cds-XP_011594169.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X1']

XM_011595869.1/5974-6038(+)	216574	XM_011595869.1:1..7239	region	0	inside e1201	['mRNA']
XM_011595869.1/5974-6038(+)	216574	gene-MYO9B	gene	0	inside e1201	None
XM_011595869.1/5974-6038(+)	216574	cds-XP_011594171.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X3']

XM_011595871.1/6064-6128(+)	216574	XM_011595871.1:1..6506	region	0	inside e378	['mRNA']
XM_011595871.1/6064-6128(+)	216574	gene-MYO9B	gene	0	inside e378	None
XM_011595871.1/6064-6128(+)	216574	cds-XP_011594173.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X5']

XM_011595873.1/5974-6038(+)	216574	XM_011595873.1:1..6416	region	0	inside e378	['mRNA']
XM_011595873.1/5974-6038(+)	216574	gene-MYO9B	gene	0	inside e378	None
XM_011595873.1/5974-6038(+)	216574	cds-XP_011594175.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X7']

XM_013108153.2/6894-6958(+)	8839	XM_013108153.2:1..8145	region	0	inside e1187	['mRNA']
XM_013108153.2/6894-6958(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_013108153.2/6894-6958(+)	8839	cds-XP_012963607.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_021278440.1/6789-6853(+)	8839	XM_021278440.1:1..8040	region	0	inside e1187	['mRNA']
XM_021278440.1/6789-6853(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_021278440.1/6789-6853(+)	8839	cds-XP_021134115.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_013108154.2/6046-6110(+)	8839	XM_013108154.2:1..7297	region	0	inside e1187	['mRNA']
XM_013108154.2/6046-6110(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_013108154.2/6046-6110(+)	8839	cds-XP_012963608.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_021278441.1/6953-7017(+)	8839	XM_021278441.1:1..8204	region	0	inside e1187	['mRNA']
XM_021278441.1/6953-7017(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_021278441.1/6953-7017(+)	8839	cds-XP_021134116.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_013108155.2/6848-6912(+)	8839	XM_013108155.2:1..8099	region	0	inside e1187	['mRNA']
XM_013108155.2/6848-6912(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_013108155.2/6848-6912(+)	8839	cds-XP_012963609.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_021278443.1/6803-6867(+)	8839	XM_021278443.1:1..8054	region	0	inside e1187	['mRNA']
XM_021278443.1/6803-6867(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_021278443.1/6803-6867(+)	8839	cds-XP_021134118.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X3']

XM_021278444.1/6783-6847(+)	8839	XM_021278444.1:1..8034	region	0	inside e1187	['mRNA']
XM_021278444.1/6783-6847(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_021278444.1/6783-6847(+)	8839	cds-XP_021134119.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X4']

XM_021278446.1/6692-6756(+)	8839	XM_021278446.1:1..7943	region	0	inside e1187	['mRNA']
XM_021278446.1/6692-6756(+)	8839	gene-MYO9B	gene	0	inside e1187	None
XM_021278446.1/6692-6756(+)	8839	cds-XP_021134121.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X6']

XM_013108158.2/6893-6957(+)	8839	XM_013108158.2:1..7384	region	0	inside e427	['mRNA']
XM_013108158.2/6893-6957(+)	8839	gene-MYO9B	gene	0	inside e427	None
XM_013108158.2/6893-6957(+)	8839	cds-XP_012963612.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X7']

XM_005029075.3/6803-6867(+)	8839	XM_005029075.3:1..7294	region	0	inside e427	['mRNA']
XM_005029075.3/6803-6867(+)	8839	gene-MYO9B	gene	0	inside e427	None
XM_005029075.3/6803-6867(+)	8839	cds-XP_005029132.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X8']

XM_010077997.1/5743-5807(+)	240206	XM_010077997.1:1..6093	region	0	inside e286	['mRNA']
XM_010077997.1/5743-5807(+)	240206	gene-LOC104460928	gene	0	inside e286	None
XM_010077997.1/5743-5807(+)	240206	cds-XP_010076299.1	CDS	0	inside e286	['LOW QUALITY PROTEIN: unconventional myosin-IXb-like']

XM_010198597.1/5959-6023(+)	57412	XM_010198597.1:1..6170	region	0	inside e147	['mRNA']
XM_010198597.1/5959-6023(+)	57412	gene-LOC104552678	gene	0	inside e147	None
XM_010198597.1/5959-6023(+)	57412	cds-XP_010196899.1	CDS	0	inside e147	['LOW QUALITY PROTEIN: unconventional myosin-IXb-like']

XM_015300058.1/6025-6089(+)	9031	XM_015300058.1:1..7117	region	0	inside e1028	['mRNA']
XM_015300058.1/6025-6089(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300058.1/6025-6089(+)	9031	cds-XP_015155544.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_015300059.1/6015-6079(+)	9031	XM_015300059.1:1..7107	region	0	inside e1028	['mRNA']
XM_015300059.1/6015-6079(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300059.1/6015-6079(+)	9031	cds-XP_015155545.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_015300060.1/6470-6534(+)	9031	XM_015300060.1:1..7562	region	0	inside e1028	['mRNA']
XM_015300060.1/6470-6534(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300060.1/6470-6534(+)	9031	cds-XP_015155546.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_015300061.1/5939-6003(+)	9031	XM_015300061.1:1..7031	region	0	inside e1028	['mRNA']
XM_015300061.1/5939-6003(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300061.1/5939-6003(+)	9031	cds-XP_015155547.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X1']

XM_015300063.1/5935-5999(+)	9031	XM_015300063.1:1..7027	region	0	inside e1028	['mRNA']
XM_015300063.1/5935-5999(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300063.1/5935-5999(+)	9031	cds-XP_015155549.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X3']

XM_015300064.1/5914-5978(+)	9031	XM_015300064.1:1..7006	region	0	inside e1028	['mRNA']
XM_015300064.1/5914-5978(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300064.1/5914-5978(+)	9031	cds-XP_015155550.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X4']

XM_015300067.1/5827-5891(+)	9031	XM_015300067.1:1..6919	region	0	inside e1028	['mRNA']
XM_015300067.1/5827-5891(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300067.1/5827-5891(+)	9031	cds-XP_015155553.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X6']

XM_015300068.1/5824-5888(+)	9031	XM_015300068.1:1..6916	region	0	inside e1028	['mRNA']
XM_015300068.1/5824-5888(+)	9031	gene-MYO9B	gene	0	inside e1028	None
XM_015300068.1/5824-5888(+)	9031	cds-XP_015155554.1	CDS	0	inside e721	['unconventional myosin-IXb isoform X7']

XM_015300069.1/6025-6089(+)	9031	XM_015300069.1:1..6693	region	0	inside e604	['mRNA']
XM_015300069.1/6025-6089(+)	9031	gene-MYO9B	gene	0	inside e604	None
XM_015300069.1/6025-6089(+)	9031	cds-XP_015155555.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X8']

XM_015300070.1/5935-5999(+)	9031	XM_015300070.1:1..6603	region	0	inside e604	['mRNA']
XM_015300070.1/5935-5999(+)	9031	gene-MYO9B	gene	0	inside e604	None
XM_015300070.1/5935-5999(+)	9031	cds-XP_015155556.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X9']

XM_010214442.1/5662-5726(+)	94827	XM_010214442.1:1..6926	region	0	inside e1200	['mRNA']
XM_010214442.1/5662-5726(+)	94827	gene-MYO9B	gene	0	inside e1200	None
XM_010214442.1/5662-5726(+)	94827	cds-XP_010212744.1	CDS	0	inside e712	['unconventional myosin-IXb']

XM_009636762.1/5686-5750(+)	188379	XM_009636762.1:1..6453	region	0	inside e703	['mRNA']
XM_009636762.1/5686-5750(+)	188379	gene-MYO9B	gene	0	inside e703	None
XM_009636762.1/5686-5750(+)	188379	cds-XP_009635057.1	CDS	0	inside e703	['unconventional myosin-IXb']

XM_009984567.1/5764-5828(+)	121530	XM_009984567.1:1..6114	region	0	inside e286	['mRNA']
XM_009984567.1/5764-5828(+)	121530	gene-MYO9B	gene	0	inside e286	None
XM_009984567.1/5764-5828(+)	121530	cds-XP_009982869.1	CDS	0	inside e286	['LOW QUALITY PROTEIN: unconventional myosin-IXb']

XM_010021656.1/5740-5804(+)	176057	XM_010021656.1:1..6519	region	0	inside e715	['mRNA']
XM_010021656.1/5740-5804(+)	176057	gene-MYO9B	gene	0	inside e715	None
XM_010021656.1/5740-5804(+)	176057	cds-XP_010019958.1	CDS	0	inside e715	['LOW QUALITY PROTEIN: unconventional myosin-IXb']

XM_009082175.1/5080-5144(+)	57068	XM_009082175.1:1..5856	region	0	inside e712	['mRNA']
XM_009082175.1/5080-5144(+)	57068	gene-LOC103809347	gene	0	inside e712	None
XM_009082175.1/5080-5144(+)	57068	cds-XP_009080423.1	CDS	0	inside e712	['LOW QUALITY PROTEIN: unconventional myosin-IXb-like']

XM_009950527.1/5773-5837(+)	188344	XM_009950527.1:1..6552	region	0	inside e715	['mRNA']
XM_009950527.1/5773-5837(+)	188344	gene-MYO9B	gene	0	inside e715	None
XM_009950527.1/5773-5837(+)	188344	cds-XP_009948829.1	CDS	0	inside e715	['LOW QUALITY PROTEIN: unconventional myosin-IXb']

XM_014952869.1/5997-6061(+)	198806	XM_014952869.1:1..7253	region	0	inside e1192	['mRNA']
XM_014952869.1/5997-6061(+)	198806	gene-MYO9B	gene	0	inside e1192	None
XM_014952869.1/5997-6061(+)	198806	cds-XP_014808355.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X1']

XM_014952870.1/5976-6040(+)	198806	XM_014952870.1:1..7232	region	0	inside e1192	['mRNA']
XM_014952870.1/5976-6040(+)	198806	gene-MYO9B	gene	0	inside e1192	None
XM_014952870.1/5976-6040(+)	198806	cds-XP_014808356.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X2']

XM_014952872.1/5889-5953(+)	198806	XM_014952872.1:1..7145	region	0	inside e1192	['mRNA']
XM_014952872.1/5889-5953(+)	198806	gene-MYO9B	gene	0	inside e1192	None
XM_014952872.1/5889-5953(+)	198806	cds-XP_014808358.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X4']

XM_014952873.1/5886-5950(+)	198806	XM_014952873.1:1..7142	region	0	inside e1192	['mRNA']
XM_014952873.1/5886-5950(+)	198806	gene-MYO9B	gene	0	inside e1192	None
XM_014952873.1/5886-5950(+)	198806	cds-XP_014808359.1	CDS	0	inside e715	['unconventional myosin-IXb isoform X5']

XM_014952874.1/5997-6061(+)	198806	XM_014952874.1:1..6733	region	0	inside e672	['mRNA']
XM_014952874.1/5997-6061(+)	198806	gene-MYO9B	gene	0	inside e672	None
XM_014952874.1/5997-6061(+)	198806	cds-XP_014808360.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X6']

XM_008171594.1/5983-6047(+)	8478	XM_008171594.1:1..6333	region	0	inside e286	['mRNA']
XM_008171594.1/5983-6047(+)	8478	gene-MYO9B	gene	0	inside e286	None
XM_008171594.1/5983-6047(+)	8478	cds-XP_008169816.1	CDS	0	inside e286	['unconventional myosin-IXb']

XR_509217.1/6079-6143(+)	8478	XR_509217.1:1..6188	region	0	inside e45	['transcribed RNA']
XR_509217.1/6079-6143(+)	8478	gene-MYO9B	gene	0	inside e45	None
XR_509217.1/6079-6143(+)	8478	rna-MYO9B	transcript	0	inside e45	"['myosin IXB, transcript variant X2']"
XR_509217.1/6079-6143(+)	8478	exon-MYO9B-1	exon	0	inside e45	"['myosin IXB, transcript variant X2']"

XM_018921787.1/6122-6186(+)	9135	XM_018921787.1:1..7374	region	0	inside e1188	['mRNA']
XM_018921787.1/6122-6186(+)	9135	gene-MYO9B	gene	0	inside e1188	None
XM_018921787.1/6122-6186(+)	9135	cds-XP_018777332.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_018921788.1/6119-6183(+)	9135	XM_018921788.1:1..7371	region	0	inside e1188	['mRNA']
XM_018921788.1/6119-6183(+)	9135	gene-MYO9B	gene	0	inside e1188	None
XM_018921788.1/6119-6183(+)	9135	cds-XP_018777333.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X2']

XM_018921790.1/6032-6096(+)	9135	XM_018921790.1:1..7284	region	0	inside e1188	['mRNA']
XM_018921790.1/6032-6096(+)	9135	gene-MYO9B	gene	0	inside e1188	None
XM_018921790.1/6032-6096(+)	9135	cds-XP_018777335.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_018921791.1/6011-6075(+)	9135	XM_018921791.1:1..7263	region	0	inside e1188	['mRNA']
XM_018921791.1/6011-6075(+)	9135	gene-MYO9B	gene	0	inside e1188	None
XM_018921791.1/6011-6075(+)	9135	cds-XP_018777336.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X5']

XM_018921793.1/5920-5984(+)	9135	XM_018921793.1:1..7172	region	0	inside e1188	['mRNA']
XM_018921793.1/5920-5984(+)	9135	gene-MYO9B	gene	0	inside e1188	None
XM_018921793.1/5920-5984(+)	9135	cds-XP_018777338.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X7']

XM_018921794.1/6123-6187(+)	9135	XM_018921794.1:1..7387	region	0	inside e1200	['mRNA']
XM_018921794.1/6123-6187(+)	9135	gene-MYO9B	gene	0	inside e1200	None
XM_018921794.1/6123-6187(+)	9135	cds-XP_018777339.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X8']

XM_018921797.1/6033-6097(+)	9135	XM_018921797.1:1..7297	region	0	inside e1200	['mRNA']
XM_018921797.1/6033-6097(+)	9135	gene-MYO9B	gene	0	inside e1200	None
XM_018921797.1/6033-6097(+)	9135	cds-XP_018777342.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X11']

XM_014882973.1/6152-6216(+)	9172	XM_014882973.1:1..7385	region	0	inside e1169	['mRNA']
XM_014882973.1/6152-6216(+)	9172	gene-MYO9B	gene	0	inside e1169	None
XM_014882973.1/6152-6216(+)	9172	cds-XP_014738459.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_014882975.1/6028-6092(+)	9172	XM_014882975.1:1..7261	region	0	inside e1169	['mRNA']
XM_014882975.1/6028-6092(+)	9172	gene-MYO9B	gene	0	inside e1169	None
XM_014882975.1/6028-6092(+)	9172	cds-XP_014738461.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X2']

XM_014882977.1/5938-6002(+)	9172	XM_014882977.1:1..7171	region	0	inside e1169	['mRNA']
XM_014882977.1/5938-6002(+)	9172	gene-MYO9B	gene	0	inside e1169	None
XM_014882977.1/5938-6002(+)	9172	cds-XP_014738463.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_014882978.1/5917-5981(+)	9172	XM_014882978.1:1..7150	region	0	inside e1169	['mRNA']
